,_id,name,category_code,founded_year,total_money_raised,funding_rounds,acquisition,offices,acquisition.price_amount,acquisition.price_currency_code,acquisition.term_code,acquisition.source_url,acquisition.source_description,acquisition.acquired_year,acquisition.acquired_month,acquisition.acquired_day,acquisition.acquiring_company.name,acquisition.acquiring_company.permalink,venue_location,GeoPoint_status
13,52cdef7c4bab8bd67529831a,Social Gaming Network,games_video,2011,$17.1M,"{'id': 16354, 'round_code': 'b', 'source_url': 'http://techcrunch.com/2010/06/18/sgn-takes-investment-from-eric-schmidts-tomorrow-ventures/', 'source_description': '', 'raised_amount': 2000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 6, 'funded_day': 18, 'investments': [{'company': None, 'financial_org': {'name': 'TomorrowVentures', 'permalink': 'tomorrow-ventures'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Lars', 'last_name': 'Hinrichs', 'permalink': 'lars-hinrichs'}}]}",,"{'description': '', 'address1': '9606 S. Santa Monica Blvd', 'address2': '2nd Floor', 'zip_code': '90210', 'city': 'Beverly Hills', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.0698494, 'longitude': -118.4054182}",,USD,cash_and_stock,,,2011.0,4.0,18.0,MindJolt,mindjolt,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-118.4054182, 34.0698494]}}",GeoPoint Found
15,52cdef7c4bab8bd675298347,YouNoodle,analytics,2010,$0,"{'id': 1567, 'round_code': 'a', 'source_url': '', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2010, 'funded_month': 1, 'funded_day': 19, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'Max', 'last_name': 'Levchin', 'permalink': 'max-levchin'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Peter', 'last_name': 'Thiel', 'permalink': 'peter-thiel'}}, {'company': None, 'financial_org': {'name': 'Founders Fund', 'permalink': 'founders-fund'}, 'person': None}]}",,"{'description': '', 'address1': '330 Townsend St', 'address2': 'Suite 1', 'zip_code': '94107', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.7766587, 'longitude': -122.395875}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.395875, 37.7766587]}}",GeoPoint Found
17,52cdef7c4bab8bd675298509,Skydeck,mobile,2012,$4M,"{'id': 1760, 'round_code': 'angel', 'source_url': 'http://www.techcrunch.com/2008/03/24/skydeck-helps-you-manage-the-social-network-locked-in-your-phone-500-invites-for-private-beta/', 'source_description': 'TechCrunch', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 2, 'funded_day': 1, 'investments': []}",,"{'description': '', 'address1': '330 Waverley St.', 'address2': 'Suite 3', 'zip_code': '94301', 'city': 'Palo Alto', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.5645375, 'longitude': -122.3254705}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.3254705, 37.5645375]}}",GeoPoint Found
17,52cdef7c4bab8bd675298509,Skydeck,mobile,2012,$4M,"{'id': 3541, 'round_code': 'a', 'source_url': 'http://www.techcrunch.com/2008/09/28/skydeck-raises-3-million-to-manage-enhance-your-phone-bill/', 'source_description': 'SkyDeck Raises $3 Million To Manage, Enhance Your Phone Bill', 'raised_amount': 3000000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 9, 'funded_day': 29, 'investments': [{'company': None, 'financial_org': {'name': 'Saban Ventures', 'permalink': 'saban-ventures'}, 'person': None}]}",,"{'description': '', 'address1': '330 Waverley St.', 'address2': 'Suite 3', 'zip_code': '94301', 'city': 'Palo Alto', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.5645375, 'longitude': -122.3254705}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.3254705, 37.5645375]}}",GeoPoint Found
19,52cdef7c4bab8bd6752985ac,Moblica,mobile,2011,$6M,"{'id': 12918, 'round_code': 'b', 'source_url': '', 'source_description': 'EDGAR', 'raised_amount': 6000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 6, 'funded_day': 22, 'investments': [{'company': None, 'financial_org': {'name': 'Sequoia Capital', 'permalink': 'sequoia-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Carmel Ventures', 'permalink': 'carmel-ventures'}, 'person': None}]}",,"{'description': 'HQ', 'address1': '88 Menachem Begin Street', 'address2': '', 'zip_code': '67138', 'city': 'Tel Aviv', 'state_code': None, 'country_code': 'ISR', 'latitude': 32.0554, 'longitude': 34.7595}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [34.7595, 32.0554]}}",GeoPoint Found
20,52cdef7c4bab8bd675298608,Magento,ecommerce,2010,$22.5M,"{'id': 13034, 'round_code': 'unattributed', 'source_url': 'http://techcrunch.com/2010/03/15/magento-scores-22-5-million-for-open-source-e-commerce-platform-play/', 'source_description': 'Magento Scores $22.5 Million For Open Source E-commerce Platform Play', 'raised_amount': 22500000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 3, 'funded_day': 15, 'investments': [{'company': {'name': 'eBay', 'permalink': 'ebay'}, 'financial_org': None, 'person': None}]}",,"{'description': None, 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Los Angeles', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.052187, 'longitude': -118.243425}",180000000.0,USD,,http://techcrunch.com/2011/06/23/ebay-acquired-magento-for-over-180-million-but-not-everyone-is-smiling/,eBay Acquired Magento For Over $180 Million â€“ But Not Everyone Is Smiling,2011.0,6.0,6.0,eBay,ebay,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-118.243425, 34.052187]}}",GeoPoint Found
22,52cdef7d4bab8bd67529894b,Jumbuck Entertainment,mobile,2012,$0,,,"{'description': None, 'address1': 'Level 5, 347 Flinders Lane', 'address2': '', 'zip_code': '', 'city': 'Melbourne', 'state_code': None, 'country_code': 'AUS', 'latitude': -37.817748, 'longitude': 144.962991}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [144.962991, -37.817748]}}",GeoPoint Found
24,52cdef7d4bab8bd675298970,Pixsta,web,2010,£3M,"{'id': 2276, 'round_code': 'seed', 'source_url': 'http://www.edenventures.co.uk/portfolio.html#pixsta', 'source_description': 'Eden Ventures', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2007, 'funded_month': None, 'funded_day': None, 'investments': [{'company': None, 'financial_org': {'name': 'Straub Ventures', 'permalink': 'straub-ventures'}, 'person': None}]}",,"{'description': None, 'address1': '9 Thorpe Close', 'address2': 'Portobello Rd', 'zip_code': 'W10 5XL', 'city': 'London', 'state_code': None, 'country_code': 'GBR', 'latitude': 51.51819, 'longitude': -0.208979}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-0.208979, 51.51819]}}",GeoPoint Found
24,52cdef7d4bab8bd675298970,Pixsta,web,2010,£3M,"{'id': 2277, 'round_code': 'a', 'source_url': 'http://www.edenventures.co.uk/portfolio.html#pixsta', 'source_description': 'Eden Ventures', 'raised_amount': 3000000, 'raised_currency_code': 'GBP', 'funded_year': 2008, 'funded_month': 6, 'funded_day': 14, 'investments': [{'company': None, 'financial_org': {'name': 'Eden Ventures', 'permalink': 'eden-ventures'}, 'person': None}]}",,"{'description': None, 'address1': '9 Thorpe Close', 'address2': 'Portobello Rd', 'zip_code': 'W10 5XL', 'city': 'London', 'state_code': None, 'country_code': 'GBR', 'latitude': 51.51819, 'longitude': -0.208979}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-0.208979, 51.51819]}}",GeoPoint Found
25,52cdef7d4bab8bd6752989f3,FirstString,search,2011,$200k,"{'id': 2202, 'round_code': 'angel', 'source_url': 'http://www.tradingmarkets.com/.site/news/Stock%20News/2626101/', 'source_description': 'First String Research receives $0.20 million in funding', 'raised_amount': 200000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 3, 'funded_day': 1, 'investments': []}",,"{'description': None, 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Los Angeles', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.052187, 'longitude': -118.243425}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-118.243425, 34.052187]}}",GeoPoint Found
26,52cdef7d4bab8bd675298a4d,Fuzz,games_video,2011,$0,"{'id': 2245, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2008, 'funded_month': 2, 'funded_day': 1, 'investments': []}",,"{'description': '', 'address1': '3979 Freedom Circle, Suite 610', 'address2': '', 'zip_code': '95054', 'city': 'Santa Clara', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.760524, 'longitude': -122.387799}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.387799, 37.760524]}}",GeoPoint Found
28,52cdef7d4bab8bd675298cff,CollegeConvo,web,2010,$0,,,"{'description': '', 'address1': '', 'address2': '', 'zip_code': '91411', 'city': 'Van Nuys', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 40.650291, 'longitude': -74.294395}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-74.294395, 40.650291]}}",GeoPoint Found
29,52cdef7d4bab8bd675298da5,Carfeine,software,2012,$0,,,"{'description': 'Headquarters', 'address1': '10411 Motor City Drive', 'address2': 'Ste 710', 'zip_code': '20817', 'city': 'Bethesda', 'state_code': 'MD', 'country_code': 'USA', 'latitude': 38.989124, 'longitude': -77.026676}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-77.026676, 38.989124]}}",GeoPoint Found
30,52cdef7d4bab8bd675298dba,Ziippi,web,2011,$0,"{'id': 34047, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': None, 'raised_currency_code': None, 'funded_year': 2012, 'funded_month': 11, 'funded_day': 12, 'investments': [{'company': None, 'financial_org': {'name': '500 Startups', 'permalink': '500-startups'}, 'person': None}]}",,"{'description': 'Ziippi', 'address1': '228 Hamilton Avenue', 'address2': '4th Floor', 'zip_code': '94301', 'city': 'Palo Alto', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.4440981, 'longitude': -122.1612868}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.1612868, 37.4440981]}}",GeoPoint Found
31,52cdef7d4bab8bd675298dcc,Titan Gaming,games_video,2010,$1M,"{'id': 15664, 'round_code': 'seed', 'source_url': 'http://techcrunch.com/2010/05/18/titan-gaming-platform/', 'source_description': 'Titan Gaming Raises $1M From Prominent Angels For Skill-Based Games Platform ', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 5, 'funded_day': 18, 'investments': [{'company': None, 'financial_org': None, 'person': {'first_name': 'William', 'last_name': 'Quigley', 'permalink': 'william-quigley'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Jim', 'last_name': 'Armstrong', 'permalink': 'jim-armstrong'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Brock', 'last_name': 'Pierce', 'permalink': 'brock-pierce'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Michael', 'last_name': 'Robertson', 'permalink': 'michael-robertson'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Kamran', 'last_name': 'Pourzanjani', 'permalink': 'kamran-pourzanjani'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Eric', 'last_name': 'Pulier', 'permalink': 'eric-pulier'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Jeffrey', 'last_name': 'Tinsley', 'permalink': 'jeffrey-tinsley'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Wicks', 'last_name': 'Walker', 'permalink': 'adam-wicks-walker'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Andrew', 'last_name': 'Frame', 'permalink': 'andrew-frame'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'John', 'last_name': 'Lee', 'permalink': 'john-lee-2'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Andy', 'last_name': 'Mazzarella', 'permalink': 'andy-mazzarella'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Ferry', 'last_name': 'Richard Spitz', 'permalink': 'ferry-richard-spitz'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Fred', 'last_name': 'Kreuger', 'permalink': 'fred-kreuger'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Tony', 'last_name': 'Greenberg', 'permalink': 'tony-greenberg'}}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Scott', 'last_name': 'Walker', 'permalink': 'scott-walker'}}, {'company': None, 'financial_org': {'name': 'SAM Venture Partners', 'permalink': 'sam-venture-partners'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Carlos', 'last_name': 'Bhola', 'permalink': 'carlos-bhola-2'}}, {'company': None, 'financial_org': {'name': 'TomorrowVentures', 'permalink': 'tomorrow-ventures'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Gary', 'last_name': 'Guseinov', 'permalink': 'gary-guseinov'}}]}",,"{'description': 'Santa Monica Office', 'address1': '1351 4th Street, 4th floor', 'address2': '', 'zip_code': '90401', 'city': 'Santa Monica', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 53.544711, 'longitude': -113.515769}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-113.515769, 53.544711]}}",GeoPoint Found
34,52cdef7d4bab8bd675298f55,Pixelmatic,games_video,2011,$0,,,"{'description': 'Vancouver', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Vancouver', 'state_code': None, 'country_code': 'CAN', 'latitude': 49.263588, 'longitude': -123.138565}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-123.138565, 49.263588]}}",GeoPoint Found
37,52cdef7d4bab8bd675298fd5,JumpForward,software,2010,$0,,,"{'description': '', 'address1': '112 S Sangmon Ave', 'address2': '3nd Floor', 'zip_code': '60607', 'city': 'Chicago', 'state_code': 'IL', 'country_code': 'USA', 'latitude': 41.857204, 'longitude': -87.623923}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-87.623923, 41.857204]}}",GeoPoint Found
38,52cdef7d4bab8bd675298fe1,Gimigo,analytics,2013,$0,,,"{'description': '', 'address1': '2226 Eastlake Ave E # 117', 'address2': '', 'zip_code': '98102', 'city': 'Seattle', 'state_code': 'WA', 'country_code': 'USA', 'latitude': 44.859587, 'longitude': -93.226503}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-93.226503, 44.859587]}}",GeoPoint Found
39,52cdef7d4bab8bd675299115,OTOY,software,2010,$0,,,"{'description': '', 'address1': '13351-D Riverside Drive', 'address2': '#620', 'zip_code': '91423', 'city': 'Sherman Oaks', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.15761, 'longitude': -118.424058}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-118.424058, 34.15761]}}",GeoPoint Found
41,52cdef7d4bab8bd6752991fa,N-Play,social,2011,$0,,,"{'description': 'Headquarters', 'address1': '4899 Belfort Road', 'address2': 'Suite 201', 'zip_code': '32256', 'city': 'Jacksonville', 'state_code': 'FL', 'country_code': 'USA', 'latitude': 30.26955, 'longitude': -81.564709}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-81.564709, 30.26955]}}",GeoPoint Found
42,52cdef7d4bab8bd675299291,SEOGroup,advertising,2013,$0,,,"{'description': 'Corporate Headquarter', 'address1': '200 North Michigan Ave', 'address2': 'Suite 500', 'zip_code': '60601', 'city': 'Chicago', 'state_code': 'IL', 'country_code': 'USA', 'latitude': 41.886264, 'longitude': -87.624701}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-87.624701, 41.886264]}}",GeoPoint Found
45,52cdef7d4bab8bd675299308,Advisor,enterprise,2011,$0,,,"{'description': 'San Francisco HQ', 'address1': '1061 Market Street', 'address2': '6th Floor', 'zip_code': '94103', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.7763989, 'longitude': -122.4177157}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.4177157, 37.7763989]}}",GeoPoint Found
48,52cdef7d4bab8bd675299583,Integrate,software,2010,$34.8M,"{'id': 20511, 'round_code': 'a', 'source_url': 'http://www.finsmes.com/2010/12/integrate-closes-425m-series-round-of.html', 'source_description': 'Integrate Closes $4.25M Series A Round of Funding', 'raised_amount': 4250000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 12, 'funded_day': 14, 'investments': [{'company': None, 'financial_org': {'name': 'Foundry Group', 'permalink': 'foundry-group'}, 'person': None}]}",,"{'description': 'Scottsdale HQ', 'address1': '4900 N. Scottsdale Road', 'address2': 'Suite 4000', 'zip_code': '85251', 'city': 'Scottsdale', 'state_code': 'AZ', 'country_code': 'USA', 'latitude': 40.7481039, 'longitude': -74.0353787}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}}",GeoPoint Found
48,52cdef7d4bab8bd675299583,Integrate,software,2010,$34.8M,"{'id': 28845, 'round_code': 'b', 'source_url': 'http://in.finance.yahoo.com/news/comcast-ventures-leads-11-million-123000156.html', 'source_description': 'Comcast Ventures Leads $11 Million Investment in Integrate', 'raised_amount': 11000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 3, 'funded_day': 21, 'investments': [{'company': None, 'financial_org': {'name': 'Comcast Ventures', 'permalink': 'comcast-interactive-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Foundry Group', 'permalink': 'foundry-group'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Liberty Global Ventures', 'permalink': 'liberty-global-ventures'}, 'person': None}]}",,"{'description': 'Scottsdale HQ', 'address1': '4900 N. Scottsdale Road', 'address2': 'Suite 4000', 'zip_code': '85251', 'city': 'Scottsdale', 'state_code': 'AZ', 'country_code': 'USA', 'latitude': 40.7481039, 'longitude': -74.0353787}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}}",GeoPoint Found
48,52cdef7d4bab8bd675299583,Integrate,software,2010,$34.8M,"{'id': 50990, 'round_code': 'b', 'source_url': 'http://vator.tv/news/2013-10-22-integrate-raises-7m-in-follow-on-series-b', 'source_description': 'Integrate raises $7M in follow-on Series B', 'raised_amount': 7000000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 10, 'funded_day': 22, 'investments': [{'company': None, 'financial_org': {'name': 'Foundry Group', 'permalink': 'foundry-group'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Comcast Ventures', 'permalink': 'comcast-interactive-capital'}, 'person': None}, {'company': None, 'financial_org': {'name': 'Liberty Global Ventures', 'permalink': 'liberty-global-ventures'}, 'person': None}]}",,"{'description': 'Scottsdale HQ', 'address1': '4900 N. Scottsdale Road', 'address2': 'Suite 4000', 'zip_code': '85251', 'city': 'Scottsdale', 'state_code': 'AZ', 'country_code': 'USA', 'latitude': 40.7481039, 'longitude': -74.0353787}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}}",GeoPoint Found
48,52cdef7d4bab8bd675299583,Integrate,software,2010,$34.8M,"{'id': 57796, 'round_code': 'debt_round', 'source_url': 'http://aztechbeat.com/2013/12/integrate-secures-12-5m-silicon-valley-bank/', 'source_description': ' Integrate Secures $12.5M from Silicon Valley Bank - AZ Tech Beat ', 'raised_amount': 12500000, 'raised_currency_code': 'USD', 'funded_year': 2013, 'funded_month': 12, 'funded_day': 11, 'investments': [{'company': None, 'financial_org': {'name': 'Silicon Valley Bank', 'permalink': 'silicon-valley-bank'}, 'person': None}]}",,"{'description': 'Scottsdale HQ', 'address1': '4900 N. Scottsdale Road', 'address2': 'Suite 4000', 'zip_code': '85251', 'city': 'Scottsdale', 'state_code': 'AZ', 'country_code': 'USA', 'latitude': 40.7481039, 'longitude': -74.0353787}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-74.0353787, 40.7481039]}}",GeoPoint Found
49,52cdef7d4bab8bd6752995d0,vufind,mobile,2010,$930k,"{'id': 19876, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': 250000, 'raised_currency_code': 'USD', 'funded_year': 2010, 'funded_month': 9, 'funded_day': 1, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1290 oakmead parkway, suite 107', 'address2': '', 'zip_code': '94085', 'city': 'Sunnyvale', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.424614, 'longitude': -122.145153}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.145153, 37.424614]}}",GeoPoint Found
49,52cdef7d4bab8bd6752995d0,vufind,mobile,2010,$930k,"{'id': 29327, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': 180000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 12, 'funded_day': 1, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1290 oakmead parkway, suite 107', 'address2': '', 'zip_code': '94085', 'city': 'Sunnyvale', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.424614, 'longitude': -122.145153}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.145153, 37.424614]}}",GeoPoint Found
49,52cdef7d4bab8bd6752995d0,vufind,mobile,2010,$930k,"{'id': 57219, 'round_code': 'seed', 'source_url': '', 'source_description': '', 'raised_amount': 500000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 7, 'funded_day': 1, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1290 oakmead parkway, suite 107', 'address2': '', 'zip_code': '94085', 'city': 'Sunnyvale', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.424614, 'longitude': -122.145153}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-122.145153, 37.424614]}}",GeoPoint Found
50,52cdef7d4bab8bd6752995ff,travelmob,travel,2011,$1M,"{'id': 33058, 'round_code': 'seed', 'source_url': 'http://www.finsmes.com/2012/10/travelmob-raises-1m-seed-funding.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29', 'source_description': 'travelmob Raises $1M in Seed Funding', 'raised_amount': 1000000, 'raised_currency_code': 'USD', 'funded_year': 2012, 'funded_month': 10, 'funded_day': 8, 'investments': [{'company': None, 'financial_org': {'name': 'Jungle Ventures', 'permalink': 'jungle-ventures'}, 'person': None}]}",,"{'description': 'HQ', 'address1': '71 Ayer Rajah Crescent', 'address2': '06-20', 'zip_code': '139951', 'city': 'Singapore', 'state_code': None, 'country_code': 'SGP', 'latitude': 21.303049, 'longitude': -157.78907}",,USD,cash,http://techcrunch.com/2013/07/17/homeaway-buys-singapore-startup-travelmob-to-enter-asia-pacific/,HomeAway Buys Singapore Startup Travelmob To Enter Asia-Pacific,2013.0,7.0,17.0,HomeAway,homeaway,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-157.78907, 21.303049]}}",GeoPoint Found
51,52cdef7d4bab8bd675299609,Non-Member Films,photo_video,2012,$0,,,"{'description': 'West Coast Office', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Venice', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 33.989029, 'longitude': -118.462421}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-118.462421, 33.989029]}}",GeoPoint Found
51,52cdef7d4bab8bd675299609,Non-Member Films,photo_video,2012,$0,,,"{'description': 'Midwest Office', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Detroit', 'state_code': 'MI', 'country_code': 'USA', 'latitude': 42.330165, 'longitude': -83.045913}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-83.045913, 42.330165]}}",GeoPoint Found
52,52cdef7d4bab8bd675299636,UsingMiles,travel,2010,$3.27M,"{'id': 5948, 'round_code': 'seed', 'source_url': 'http://www.techcrunch.com/2008/09/23/techstars-demo-day-acquisitions-galore-as-twelve-companies-strut-their-stuff/', 'source_description': 'http://www.techcrunch.com/2008/09/23/techstars-demo-day-acquisitions-galore-as-twelve-companies-strut-their-stuff/', 'raised_amount': 15000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 5, 'funded_day': 1, 'investments': [{'company': {'name': 'Techstars', 'permalink': 'techstars'}, 'financial_org': None, 'person': None}]}",,"{'description': 'Headquarters', 'address1': '1514 Blake St', 'address2': '', 'zip_code': '80202', 'city': 'Denver', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 39.749671, 'longitude': -104.9998449}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}}",GeoPoint Found
52,52cdef7d4bab8bd675299636,UsingMiles,travel,2010,$3.27M,"{'id': 13039, 'round_code': 'angel', 'source_url': '', 'source_description': '', 'raised_amount': 250000, 'raised_currency_code': 'USD', 'funded_year': 2008, 'funded_month': 9, 'funded_day': 1, 'investments': []}",,"{'description': 'Headquarters', 'address1': '1514 Blake St', 'address2': '', 'zip_code': '80202', 'city': 'Denver', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 39.749671, 'longitude': -104.9998449}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}}",GeoPoint Found
52,52cdef7d4bab8bd675299636,UsingMiles,travel,2010,$3.27M,"{'id': 19851, 'round_code': 'a', 'source_url': 'http://www.bizjournals.com/prnewswire/press_releases/2011/04/07/LA78848', 'source_description': 'Loyalty Travel Startup Raises $2.7 Million, Names eBags Founder As New CEO', 'raised_amount': 2700000, 'raised_currency_code': 'USD', 'funded_year': 2011, 'funded_month': 4, 'funded_day': 5, 'investments': [{'company': None, 'financial_org': {'name': 'iSherpa Capital', 'permalink': 'isherpa-capital'}, 'person': None}, {'company': None, 'financial_org': None, 'person': {'first_name': 'Navin', 'last_name': 'Dimond', 'permalink': 'navin-dimond'}}]}",,"{'description': 'Headquarters', 'address1': '1514 Blake St', 'address2': '', 'zip_code': '80202', 'city': 'Denver', 'state_code': 'CO', 'country_code': 'USA', 'latitude': 39.749671, 'longitude': -104.9998449}",,,,,,,,,,,"{'PointCategory': 'business office', 'GeoPoint': {'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}}",GeoPoint Found
